GAME_NAME,PLATFORM,PUBLISHER,REGION,REGION_SALES
Initial D: Extreme Stage,PS3,Sega,JP,0.08
Initial D: Extreme Stage,PS3,Sega,Other,0.0
Initial D: Extreme Stage,PS3,Sega,NA,0.0
Pinobee: Wings of Adventure,GBA,Hudson Entertainment,EU,0.02
Pinobee: Wings of Adventure,GBA,Hudson Entertainment,JP,0.0
Pinobee: Wings of Adventure,GBA,Hudson Entertainment,Other,0.0
Pinobee: Wings of Adventure,GBA,Hudson Entertainment,NA,0.06
Sushi Academy,DS,DTP Entertainment,EU,0.0
Sushi Academy,DS,DTP Entertainment,JP,0.0
Sushi Academy,DS,DTP Entertainment,Other,0.01
Sushi Academy,DS,DTP Entertainment,NA,0.08
State of Emergency 2,PS2,SouthPeak Games,EU,0.03
State of Emergency 2,PS2,SouthPeak Games,JP,0.0
State of Emergency 2,PS2,SouthPeak Games,Other,0.01
State of Emergency 2,PS2,SouthPeak Games,NA,0.04
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,Banpresto,EU,0.0
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,Banpresto,JP,0.08
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,Banpresto,Other,0.0
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,Banpresto,NA,0.0
One Piece: Romance Dawn - Bouken no Yoake,3DS,Namco Bandai Games,EU,0.0
One Piece: Romance Dawn - Bouken no Yoake,3DS,Namco Bandai Games,JP,0.08
One Piece: Romance Dawn - Bouken no Yoake,3DS,Namco Bandai Games,Other,0.0
One Piece: Romance Dawn - Bouken no Yoake,3DS,Namco Bandai Games,NA,0.0
Guilty Gear Xrd -Revelator-,PS3,PQube,EU,0.02
Guilty Gear Xrd -Revelator-,PS3,PQube,JP,0.03
Guilty Gear Xrd -Revelator-,PS3,PQube,Other,0.01
Guilty Gear Xrd -Revelator-,PS3,PQube,NA,0.02
I Am In The Movie,Wii,Namco Bandai Games,EU,0.0
I Am In The Movie,Wii,Namco Bandai Games,JP,0.08
I Am In The Movie,Wii,Namco Bandai Games,Other,0.0
I Am In The Movie,Wii,Namco Bandai Games,NA,0.0
Fatal Frame III: The Tormented,PS2,Take-Two Interactive,EU,0.03
Fatal Frame III: The Tormented,PS2,Take-Two Interactive,JP,0.0
Fatal Frame III: The Tormented,PS2,Take-Two Interactive,Other,0.01
Fatal Frame III: The Tormented,PS2,Take-Two Interactive,NA,0.04
Zero: Tsukihami no Kamen,Wii,Nintendo,EU,0.0
Zero: Tsukihami no Kamen,Wii,Nintendo,JP,0.08
Zero: Tsukihami no Kamen,Wii,Nintendo,Other,0.0
Zero: Tsukihami no Kamen,Wii,Nintendo,NA,0.0
Toy Soldiers: War Chest,PS4,Ubisoft,EU,0.0
Toy Soldiers: War Chest,PS4,Ubisoft,JP,0.0
Toy Soldiers: War Chest,PS4,Ubisoft,Other,0.02
Toy Soldiers: War Chest,PS4,Ubisoft,NA,0.07
Seven Samurai 20XX,PS2,Sega,EU,0.03
Seven Samurai 20XX,PS2,Sega,JP,0.0
Seven Samurai 20XX,PS2,Sega,Other,0.01
Seven Samurai 20XX,PS2,Sega,NA,0.04
We Sing Rock!,Wii,Nordic Games,EU,0.07
We Sing Rock!,Wii,Nordic Games,JP,0.0
We Sing Rock!,Wii,Nordic Games,Other,0.01
We Sing Rock!,Wii,Nordic Games,NA,0.0
Game Center CX: Arino no Chousenjou 2,DS,Namco Bandai Games,JP,0.07
Game Center CX: Arino no Chousenjou 2,DS,Namco Bandai Games,Other,0.0
Game Center CX: Arino no Chousenjou 2,DS,Namco Bandai Games,NA,0.0
Tom Clancys Ghost Recon 2,GC,Ubisoft,EU,0.01
Tom Clancys Ghost Recon 2,GC,Ubisoft,JP,0.0
Tom Clancys Ghost Recon 2,GC,Ubisoft,Other,0.0
Tom Clancys Ghost Recon 2,GC,Ubisoft,NA,0.06
E.X. Troopers,3DS,Capcom,EU,0.0
E.X. Troopers,3DS,Capcom,JP,0.07
E.X. Troopers,3DS,Capcom,Other,0.0
E.X. Troopers,3DS,Capcom,NA,0.0
SpongeBos Truth or Square,PSP,THQ,EU,0.04
SpongeBos Truth or Square,PSP,THQ,JP,0.0
SpongeBos Truth or Square,PSP,THQ,Other,0.01
SpongeBos Truth or Square,PSP,THQ,NA,0.02
Port Royale 3,PS3,Kalypso Media,EU,0.0
Port Royale 3,PS3,Kalypso Media,JP,0.0
Port Royale 3,PS3,Kalypso Media,Other,0.01
Port Royale 3,PS3,Kalypso Media,NA,0.06
The Croods: Prehistoric Party!,DS,D3Publisher,EU,0.04
The Croods: Prehistoric Party!,DS,D3Publisher,JP,0.0
The Croods: Prehistoric Party!,DS,D3Publisher,Other,0.01
The Croods: Prehistoric Party!,DS,D3Publisher,NA,0.03
Monster Racers,DS,Tecmo Koei,EU,0.0
Monster Racers,DS,Tecmo Koei,JP,0.02
Monster Racers,DS,Tecmo Koei,Other,0.0
Monster Racers,DS,Tecmo Koei,NA,0.05
Pro Farm 1,PC,Excalibur Publishing,EU,0.06
Pro Farm 1,PC,Excalibur Publishing,JP,0.0
Pro Farm 1,PC,Excalibur Publishing,Other,0.01
Pro Farm 1,PC,Excalibur Publishing,NA,0.0
The King of Fighters: Evolution,DC,SNK,EU,0.0
The King of Fighters: Evolution,DC,SNK,JP,0.07
The King of Fighters: Evolution,DC,SNK,Other,0.0
The King of Fighters: Evolution,DC,SNK,NA,0.0
DS Uranai Seikatsu,DS,Nintendo,EU,0.0
DS Uranai Seikatsu,DS,Nintendo,JP,0.07
DS Uranai Seikatsu,DS,Nintendo,Other,0.0
DS Uranai Seikatsu,DS,Nintendo,NA,0.0
Speed Zone,Wii,Bethesda Softworks,EU,0.05
Speed Zone,Wii,Bethesda Softworks,JP,0.0
Speed Zone,Wii,Bethesda Softworks,Other,0.01
Speed Zone,Wii,Bethesda Softworks,NA,0.01
Pitfall: The Lost Expedition,GBA,Activision,EU,0.02
Pitfall: The Lost Expedition,GBA,Activision,JP,0.0
Pitfall: The Lost Expedition,GBA,Activision,Other,0.0
Pitfall: The Lost Expedition,GBA,Activision,NA,0.05
Dream Trigger 3D,3DS,D3Publisher,EU,0.02
Dream Trigger 3D,3DS,D3Publisher,JP,0.0
Dream Trigger 3D,3DS,D3Publisher,Other,0.01
Dream Trigger 3D,3DS,D3Publisher,NA,0.04
Rock Band Country Track Pack 2,PS3,MTV Games,EU,0.0
Rock Band Country Track Pack 2,PS3,MTV Games,JP,0.0
Rock Band Country Track Pack 2,PS3,MTV Games,Other,0.01
Rock Band Country Track Pack 2,PS3,MTV Games,NA,0.07
Order Up!!,PS3,Funbox Media,EU,0.01
Order Up!!,PS3,Funbox Media,JP,0.0
Order Up!!,PS3,Funbox Media,Other,0.01
Order Up!!,PS3,Funbox Media,NA,0.05
All-Star Baseball 2004,GBA,Acclaim Entertainment,EU,0.02
All-Star Baseball 2004,GBA,Acclaim Entertainment,JP,0.0
All-Star Baseball 2004,GBA,Acclaim Entertainment,Other,0.0
All-Star Baseball 2004,GBA,Acclaim Entertainment,NA,0.05
Jewel Time Deluxe,DS,O-Games,EU,0.03
Jewel Time Deluxe,DS,O-Games,JP,0.0
Jewel Time Deluxe,DS,O-Games,Other,0.01
Jewel Time Deluxe,DS,O-Games,NA,0.04
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,Namco Bandai Games,EU,0.0
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,Namco Bandai Games,JP,0.07
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,Namco Bandai Games,Other,0.0
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,Namco Bandai Games,NA,0.0
Generator Rex: Agent of Providence,PS3,Activision,EU,0.01
Generator Rex: Agent of Providence,PS3,Activision,JP,0.0
Generator Rex: Agent of Providence,PS3,Activision,Other,0.01
Generator Rex: Agent of Providence,PS3,Activision,NA,0.05
James Camerons Dark Angel,X,Vivendi Games,EU,0.02
James Camerons Dark Angel,X,Vivendi Games,JP,0.0
James Camerons Dark Angel,X,Vivendi Games,Other,0.0
James Camerons Dark Angel,X,Vivendi Games,NA,0.05
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Falcom Corporation,EU,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Falcom Corporation,JP,0.07
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Falcom Corporation,Other,0.0
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Falcom Corporation,NA,0.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Midway Games,EU,0.03
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Midway Games,JP,0.0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Midway Games,Other,0.01
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Midway Games,NA,0.03
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,Black Bean Games,EU,0.03
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,Black Bean Games,JP,0.0
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,Black Bean Games,Other,0.01
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,Black Bean Games,NA,0.03
Child of Light,PSV,Ubisoft,EU,0.04
Child of Light,PSV,Ubisoft,JP,0.02
Child of Light,PSV,Ubisoft,Other,0.01
Child of Light,PSV,Ubisoft,NA,0.0
Alexi Lalas International Soccer,PS,Take-Two Interactive,EU,0.03
Alexi Lalas International Soccer,PS,Take-Two Interactive,JP,0.0
Alexi Lalas International Soccer,PS,Take-Two Interactive,Other,0.0
Alexi Lalas International Soccer,PS,Take-Two Interactive,NA,0.04
Monster Rancher Battle Card: Episode II,PS,Tecmo Koei,EU,0.03
Monster Rancher Battle Card: Episode II,PS,Tecmo Koei,JP,0.0
Monster Rancher Battle Card: Episode II,PS,Tecmo Koei,Other,0.0
Monster Rancher Battle Card: Episode II,PS,Tecmo Koei,NA,0.04
NCAA College Football 2K3,GC,Sega,EU,0.01
NCAA College Football 2K3,GC,Sega,JP,0.0
NCAA College Football 2K3,GC,Sega,Other,0.0
NCAA College Football 2K3,GC,Sega,NA,0.05
Karaoke Revolution Party,GC,Konami Digital Entertainment,EU,0.01
Karaoke Revolution Party,GC,Konami Digital Entertainment,JP,0.0
Karaoke Revolution Party,GC,Konami Digital Entertainment,Other,0.0
Karaoke Revolution Party,GC,Konami Digital Entertainment,NA,0.05
Crayola: Colorful Journey,Wii,Crave Entertainment,EU,0.0
Crayola: Colorful Journey,Wii,Crave Entertainment,JP,0.0
Crayola: Colorful Journey,Wii,Crave Entertainment,Other,0.0
Crayola: Colorful Journey,Wii,Crave Entertainment,NA,0.07
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,EU,0.0
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,JP,0.07
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,Other,0.0
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,Nintendo,NA,0.0
Jumper: Griffins Story,PS2,Eidos Interactive,EU,0.03
Jumper: Griffins Story,PS2,Eidos Interactive,JP,0.0
Jumper: Griffins Story,PS2,Eidos Interactive,Other,0.01
Jumper: Griffins Story,PS2,Eidos Interactive,NA,0.03
Operation Darkness,X360,Success,EU,0.0
Operation Darkness,X360,Success,JP,0.0
Operation Darkness,X360,Success,Other,0.01
Operation Darkness,X360,Success,NA,0.07
Famicom Mini: Nazo no Murasame-Jou,GBA,Nintendo,EU,0.0
Famicom Mini: Nazo no Murasame-Jou,GBA,Nintendo,JP,0.07
Famicom Mini: Nazo no Murasame-Jou,GBA,Nintendo,Other,0.0
Power Pocket Koushien,DS,Konami Digital Entertainment,NA,0.0
Pro Yaky? Spirits 2010,PS2,Konami Digital Entertainment,EU,0.0
Pro Yaky? Spirits 2010,PS2,Konami Digital Entertainment,JP,0.1
Pro Yaky? Spirits 2010,PS2,Konami Digital Entertainment,Other,0.0
Pro Yaky? Spirits 2010,PS2,Konami Digital Entertainment,NA,0.0
Gravity Games Bike: Street Vert Dirt,PS2,Midway Games,EU,0.04
Gravity Games Bike: Street Vert Dirt,PS2,Midway Games,JP,0.0
Gravity Games Bike: Street Vert Dirt,PS2,Midway Games,Other,0.01
Gravity Games Bike: Street Vert Dirt,PS2,Midway Games,NA,0.05
Top Spin,PS2,Take-Two Interactive,EU,0.04
Top Spin,PS2,Take-Two Interactive,JP,0.0
Top Spin,PS2,Take-Two Interactive,Other,0.01
Top Spin,PS2,Take-Two Interactive,NA,0.05
Derby Stallion P,PSP,Enterbrain,EU,0.0
Derby Stallion P,PSP,Enterbrain,JP,0.1
Derby Stallion P,PSP,Enterbrain,Other,0.0
Derby Stallion P,PSP,Enterbrain,NA,0.0
Family Feud: 2012 Edition,X360,Ubisoft,EU,0.0
Family Feud: 2012 Edition,X360,Ubisoft,JP,0.0
Family Feud: 2012 Edition,X360,Ubisoft,Other,0.01
Family Feud: 2012 Edition,X360,Ubisoft,NA,0.1
Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,EU,0.0
Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,JP,0.1
Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,Other,0.0
Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,NA,0.0
UFC: Tapout 2,X,Capcom,EU,0.02
UFC: Tapout 2,X,Capcom,JP,0.0
UFC: Tapout 2,X,Capcom,Other,0.0
UFC: Tapout 2,X,Capcom,NA,0.08
Sacred 3,PS3,Deep Silver,EU,0.04
Sacred 3,PS3,Deep Silver,JP,0.03
Sacred 3,PS3,Deep Silver,Other,0.01
Sacred 3,PS3,Deep Silver,NA,0.03
The Book of Unwritten Tales,PC,HMH Interactive,EU,0.08
The Book of Unwritten Tales,PC,HMH Interactive,JP,0.0
The Book of Unwritten Tales,PC,HMH Interactive,Other,0.02
The Book of Unwritten Tales,PC,HMH Interactive,NA,0.0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami Digital Entertainment,EU,0.0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami Digital Entertainment,JP,0.1
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami Digital Entertainment,Other,0.0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami Digital Entertainment,NA,0.0
Science Papa,DS,Activision,EU,0.01
Science Papa,DS,Activision,JP,0.0
Science Papa,DS,Activision,Other,0.01
Science Papa,DS,Activision,NA,0.09
The Godfather: Mob Wars,PSP,Electronic Arts,EU,0.0
The Godfather: Mob Wars,PSP,Electronic Arts,JP,0.0
The Godfather: Mob Wars,PSP,Electronic Arts,Other,0.01
The Godfather: Mob Wars,PSP,Electronic Arts,NA,0.09
My First Dollhouse,DS,505 Games,EU,0.0
My First Dollhouse,DS,505 Games,JP,0.0
My First Dollhouse,DS,505 Games,Other,0.01
My First Dollhouse,DS,505 Games,NA,0.1
Dreamer Series: Top Model,DS,DreamCatcher Interactive,EU,0.0
Dreamer Series: Top Model,DS,DreamCatcher Interactive,JP,0.0
Dreamer Series: Top Model,DS,DreamCatcher Interactive,Other,0.01
Dreamer Series: Top Model,DS,DreamCatcher Interactive,NA,0.1
American Girl: Julie Finds a Way,DS,THQ,EU,0.0
American Girl: Julie Finds a Way,DS,THQ,JP,0.0
American Girl: Julie Finds a Way,DS,THQ,Other,0.01
American Girl: Julie Finds a Way,DS,THQ,NA,0.1
Jikkyou Powerful Pro Yakyuu 10,GC,Konami Digital Entertainment,EU,0.0
Jikkyou Powerful Pro Yakyuu 10,GC,Konami Digital Entertainment,JP,0.1
Jikkyou Powerful Pro Yakyuu 10,GC,Konami Digital Entertainment,Other,0.0
Jikkyou Powerful Pro Yakyuu 10,GC,Konami Digital Entertainment,NA,0.0
Ski-Doo Snowmobile Challenge,PS3,PQube,EU,0.0
Ski-Doo Snowmobile Challenge,PS3,PQube,JP,0.0
Ski-Doo Snowmobile Challenge,PS3,PQube,Other,0.01
Ski-Doo Snowmobile Challenge,PS3,PQube,NA,0.1
Vexx,X,Acclaim Entertainment,EU,0.02
Vexx,X,Acclaim Entertainment,JP,0.0
Vexx,X,Acclaim Entertainment,Other,0.0
Vexx,X,Acclaim Entertainment,NA,0.08
F1 Career Challenge,PS2,Electronic Arts,EU,0.04
F1 Career Challenge,PS2,Electronic Arts,JP,0.0
F1 Career Challenge,PS2,Electronic Arts,Other,0.01
F1 Career Challenge,PS2,Electronic Arts,NA,0.05
Fatal Frame 2: Wii Edition,Wii,Nintendo,EU,0.0
Fatal Frame 2: Wii Edition,Wii,Nintendo,JP,0.1
Fatal Frame 2: Wii Edition,Wii,Nintendo,Other,0.0
Fatal Frame 2: Wii Edition,Wii,Nintendo,NA,0.0
Patapon 2,PSP,Sony Computer Entertainment,EU,0.03
Patapon 2,PSP,Sony Computer Entertainment,JP,0.06
Patapon 2,PSP,Sony Computer Entertainment,Other,0.01
Patapon 2,PSP,Sony Computer Entertainment,NA,0.0
Pariah,X,Hip Interactive,EU,0.02
Pariah,X,Hip Interactive,JP,0.0
Pariah,X,Hip Interactive,Other,0.0
Pariah,X,Hip Interactive,NA,0.08
Yoostar2,PS3,YooStar Entertainment Group Inc.,EU,0.04
Yoostar2,PS3,YooStar Entertainment Group Inc.,JP,0.0
Yoostar2,PS3,YooStar Entertainment Group Inc.,Other,0.02
Yoostar2,PS3,YooStar Entertainment Group Inc.,NA,0.04
World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision,EU,0.0
World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision,JP,0.0
World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision,Other,0.01
World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision,NA,0.1
Cabelas Outdoor Adventures,X,Zoo Digital Publishing,EU,0.02
Cabelas Outdoor Adventures,X,Zoo Digital Publishing,JP,0.0
Cabelas Outdoor Adventures,X,Zoo Digital Publishing,Other,0.0
Cabelas Outdoor Adventures,X,Zoo Digital Publishing,NA,0.08
Metal Slug 3,X,Ignition Entertainment,EU,0.02
Metal Slug 3,X,Ignition Entertainment,JP,0.0
Metal Slug 3,X,Ignition Entertainment,Other,0.0
Metal Slug 3,X,Ignition Entertainment,NA,0.08
Motocross Mania 3,PS2,Take-Two Interactive,EU,0.04
Motocross Mania 3,PS2,Take-Two Interactive,JP,0.0
Motocross Mania 3,PS2,Take-Two Interactive,Other,0.01
Motocross Mania 3,PS2,Take-Two Interactive,NA,0.05
Sumikko Gurashi: Mura o Tsukurundesu,3DS,Nippon Columbia,EU,0.0
Sumikko Gurashi: Mura o Tsukurundesu,3DS,Nippon Columbia,JP,0.1
Sumikko Gurashi: Mura o Tsukurundesu,3DS,Nippon Columbia,Other,0.0
Sumikko Gurashi: Mura o Tsukurundesu,3DS,Nippon Columbia,NA,0.0
Pro Yakyuu Famista DS 2009,DS,Namco Bandai Games,EU,0.0
Pro Yakyuu Famista DS 2009,DS,Namco Bandai Games,JP,0.1
Pro Yakyuu Famista DS 2009,DS,Namco Bandai Games,Other,0.0
Pro Yakyuu Famista DS 2009,DS,Namco Bandai Games,NA,0.0
Winning Eleven: Pro Evolution Soccer 2007,X360,Konami Digital Entertainment,EU,0.0
Winning Eleven: Pro Evolution Soccer 2007,X360,Konami Digital Entertainment,JP,0.0
Winning Eleven: Pro Evolution Soccer 2007,X360,Konami Digital Entertainment,Other,0.01
Winning Eleven: Pro Evolution Soccer 2007,X360,Konami Digital Entertainment,NA,0.09
Banjo-Pilot,GBA,THQ,EU,0.03
Banjo-Pilot,GBA,THQ,JP,0.0
Banjo-Pilot,GBA,THQ,Other,0.0
Banjo-Pilot,GBA,THQ,NA,0.07
The First Templar,X360,Kalypso Media,EU,0.04
The First Templar,X360,Kalypso Media,JP,0.0
The First Templar,X360,Kalypso Media,Other,0.01
The First Templar,X360,Kalypso Media,NA,0.06
Gallop Racer 2006,PS2,Tecmo Koei,EU,0.02
Hakuouki: Zuisouroku Portable,PSP,Idea Factory,NA,0.0
Puyo Pop Fever (JP sales),DS,Ignition Entertainment,EU,0.0
Puyo Pop Fever (JP sales),DS,Ignition Entertainment,JP,0.09
Puyo Pop Fever (JP sales),DS,Ignition Entertainment,Other,0.0
Puyo Pop Fever (JP sales),DS,Ignition Entertainment,NA,0.0
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami Digital Entertainment,EU,0.04
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami Digital Entertainment,JP,0.0
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami Digital Entertainment,Other,0.01
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,Konami Digital Entertainment,NA,0.05
Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai Games,EU,0.0
Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai Games,JP,0.09
Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai Games,Other,0.0
Dragon Ball Kai: Ultimate Butouden,DS,Namco Bandai Games,NA,0.0
Shin Megami Tensei,PS,Atlus,EU,0.0
Shin Megami Tensei,PS,Atlus,JP,0.09
Shin Megami Tensei,PS,Atlus,Other,0.01
Shin Megami Tensei,PS,Atlus,NA,0.0
Trivial Pursuit unhinged,X,Atari,EU,0.02
Trivial Pursuit unhinged,X,Atari,JP,0.0
Trivial Pursuit unhinged,X,Atari,Other,0.0
Trivial Pursuit unhinged,X,Atari,NA,0.07
NCAA March Madness 08,PS3,Electronic Arts,EU,0.0
NCAA March Madness 08,PS3,Electronic Arts,JP,0.0
NCAA March Madness 08,PS3,Electronic Arts,Other,0.01
NCAA March Madness 08,PS3,Electronic Arts,NA,0.08
InuYasha: Secret of the Divine Jewel,DS,Namco Bandai Games,EU,0.0
InuYasha: Secret of the Divine Jewel,DS,Namco Bandai Games,JP,0.0
InuYasha: Secret of the Divine Jewel,DS,Namco Bandai Games,Other,0.01
InuYasha: Secret of the Divine Jewel,DS,Namco Bandai Games,NA,0.09
The Revenge of Shinobi,GBA,Atari,EU,0.02
The Revenge of Shinobi,GBA,Atari,JP,0.0
The Revenge of Shinobi,GBA,Atari,Other,0.0
The Revenge of Shinobi,GBA,Atari,NA,0.07
Bloody Roar 4,PS2,Konami Digital Entertainment,EU,0.04
Bloody Roar 4,PS2,Konami Digital Entertainment,JP,0.0
Bloody Roar 4,PS2,Konami Digital Entertainment,Other,0.01
Bloody Roar 4,PS2,Konami Digital Entertainment,NA,0.05
Lets Ride! Silver Buckle Stables,PS2,THQ,EU,0.04
Lets Ride! Silver Buckle Stables,PS2,THQ,JP,0.0
Lets Ride! Silver Buckle Stables,PS2,THQ,Other,0.01
Lets Ride! Silver Buckle Stables,PS2,THQ,NA,0.05
The Story of Noahs Ark,DS,SouthPeak Games,EU,0.0
The Story of Noahs Ark,DS,SouthPeak Games,JP,0.0
The Story of Noahs Ark,DS,SouthPeak Games,Other,0.01
The Story of Noahs Ark,DS,SouthPeak Games,NA,0.09
Atari Classics Evolved,PSP,Atari,EU,0.0
Atari Classics Evolved,PSP,Atari,JP,0.0
Atari Classics Evolved,PSP,Atari,Other,0.01
Atari Classics Evolved,PSP,Atari,NA,0.08
Cabelas Big Game Hunter,GBA,Activision Value,EU,0.02
Cabelas Big Game Hunter,GBA,Activision Value,JP,0.0
Cabelas Big Game Hunter,GBA,Activision Value,Other,0.0
Cabelas Big Game Hunter,GBA,Activision Value,NA,0.07
I-Ninja,GC,Namco Bandai Games,EU,0.02
I-Ninja,GC,Namco Bandai Games,JP,0.0
I-Ninja,GC,Namco Bandai Games,Other,0.0
I-Ninja,GC,Namco Bandai Games,NA,0.07
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami Digital Entertainment,EU,0.0
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami Digital Entertainment,JP,0.09
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami Digital Entertainment,Other,0.0
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,Konami Digital Entertainment,NA,0.0
Dragon Tales: Dragon Seek,PS,Ubisoft,EU,0.03
Dragon Tales: Dragon Seek,PS,Ubisoft,JP,0.0
Dragon Tales: Dragon Seek,PS,Ubisoft,Other,0.01
Dragon Tales: Dragon Seek,PS,Ubisoft,NA,0.05
Yourself Fitness,X,responDESIGN,EU,0.02
Yourself Fitness,X,responDESIGN,JP,0.0
Yourself Fitness,X,responDESIGN,Other,0.0
Yourself Fitness,X,responDESIGN,NA,0.07
Ghostbusters: The Video Game (DS Version),PC,Take-Two Interactive,EU,0.08
Ghostbusters: The Video Game (DS Version),PC,Take-Two Interactive,JP,0.0
Ghostbusters: The Video Game (DS Version),PC,Take-Two Interactive,Other,0.01
Ghostbusters: The Video Game (DS Version),PC,Take-Two Interactive,NA,0.0
Tak: The Great Juju Challenge,DS,THQ,EU,0.0
Tak: The Great Juju Challenge,DS,THQ,JP,0.0
Tak: The Great Juju Challenge,DS,THQ,Other,0.01
Tak: The Great Juju Challenge,DS,THQ,NA,0.09
Invizimals: The Alliance,PSV,Sony Computer Entertainment,EU,0.07
Invizimals: The Alliance,PSV,Sony Computer Entertainment,JP,0.0
Invizimals: The Alliance,PSV,Sony Computer Entertainment,Other,0.02
Invizimals: The Alliance,PSV,Sony Computer Entertainment,NA,0.0
Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games,EU,0.02
Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games,JP,0.04
Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games,Other,0.01
Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games,NA,0.02
Dance on Broadway,PS3,Ubisoft,EU,0.03
Dance on Broadway,PS3,Ubisoft,JP,0.0
Dance on Broadway,PS3,Ubisoft,Other,0.01
Dance on Broadway,PS3,Ubisoft,NA,0.05
Ultimate Mortal Kombat,DS,Midway Games,EU,0.01
Ultimate Mortal Kombat,DS,Midway Games,JP,0.0
Ultimate Mortal Kombat,DS,Midway Games,Other,0.01
Ultimate Mortal Kombat,DS,Midway Games,NA,0.07
Army Corps of Hell,PSV,Square Enix,EU,0.04
Army Corps of Hell,PSV,Square Enix,JP,0.0
Army Corps of Hell,PSV,Square Enix,Other,0.02
Army Corps of Hell,PSV,Square Enix,NA,0.04
Resident Evil Chronicles HD,PS3,Capcom,EU,0.0
Resident Evil Chronicles HD,PS3,Capcom,JP,0.09
Resident Evil Chronicles HD,PS3,Capcom,Other,0.0
Resident Evil Chronicles HD,PS3,Capcom,NA,0.0
Return Fire,PS,Time Warner Interactive,EU,0.03
Return Fire,PS,Time Warner Interactive,JP,0.0
Return Fire,PS,Time Warner Interactive,Other,0.01
Return Fire,PS,Time Warner Interactive,NA,0.05
Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,EU,0.04
Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,JP,0.0
Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,Other,0.01
Wild ARMs: Alter Code F,PS2,Sony Computer Entertainment,NA,0.05
Bomberman Max 2: Blue Advance,GBA,Vivendi Games,EU,0.02
Bomberman Max 2: Blue Advance,GBA,Vivendi Games,JP,0.0
Bomberman Max 2: Blue Advance,GBA,Vivendi Games,Other,0.0
Bomberman Max 2: Blue Advance,GBA,Vivendi Games,NA,0.07
Mind Quiz,PSP,Ubisoft,EU,0.01
