GAME_NAME,GENRE
Monster Jam: Path of Destruction,Racing
Assassins Creed II: Discovery,Action
Oreshika: Tainted Bloodlines,Role-Playing
Botanicula,Adventure
Yosumin. DS,Puzzle
Bloody Roar II,Fighting
Tao Feng: Fist of the Lotus,Fighting
F1 Challenge,Racing
Silent Hill HD Collection,Action
Delta Force: Black Hawk Down,Shooter
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,Adventure
Tak: The Great Juju Challenge,Platform
Mega Man Battle Network 5: Double Team DS (JP sales),Role-Playing
Tokyo Ghoul: Jail,Racing
Ishin no Arashi: Shippuu Ryuumeden,Strategy
Sonic Boom: Rise of Lyric,Action
Star Gladiator Episode: I Final Crusade,Fighting
JoJos Bizarre Adventure: Eyes of Heaven,Fighting
Mighty Beanz: Pocket Puzzles,Puzzle
Beastly,Misc
Striker 96,Sports
J-League Soccer: Prime Goal 2,Sports
TOCA Race Driver 3,Racing
The Sims 2: Pets,Simulation
Far East of Eden II: Manji Maru,Role-Playing
The Biggest Loser: Challenge,Sports
Mario Party Advance,Misc
LEGO Jurassic World,Action
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Misc
Madden NFL 25,Sports
Hogs of War,Strategy
Momotarou Dentetsu Happy,Misc
World Championship Poker: Deluxe Series,Misc
Exhibition Volume 4,Misc
Winning Post World 2010,Sports
Super Robot Taisen F,Strategy
Hello Kitty Kruisers,Racing
Popeye: Rush for Spinach,Platform
Command & Conquer: Red Alert 3,Strategy
Bob the Builder: Festival of Fun,Action
Enemy Front,Shooter
Bust-A-Move,Puzzle
Dragon Ball Z: Ultimate Tenkaichi,Fighting
Supreme Ruler: Cold War,Strategy
Jissen Pachi-Slot Hisshouhou! Aladdin A,Misc
Major League Baseball 2K8,Sports
Mario & Wario,Puzzle
BIT.TRIP COMPLETE,Misc
Shrek Swamp Kart Speedway,Racing
Jewel Match,Puzzle
Harry Potter and the Goblet of Fire,Action
Wand of Fortune R,Adventure
The Cages: Pro Style Batting Practice,Sports
Guitar Hero: On Tour Decades,Misc
Little League World Series Baseball 2010,Sports
Captain Rainbow,Adventure
Tekken 4,Fighting
Dead or Alive Ultimate,Fighting
Tantei Opera: Milky Holmes,Adventure
Postman Pat: Special Delivery Service,Misc
Dance Dance Revolution: Hottest Party,Simulation
Macross Ace Frontier,Simulation
Rome: Total War - Gold Edition,Strategy
Kantan! Tanoshii! Okashi Navi DS,Simulation
Majin Tantei Nougami Neuro: Battle de Yo!,Adventure
Open Season,Platform
Pok\xc3\xa9mon Colosseum,Role-Playing
Field & Stream: Total Outdoorsman Challenge,Sports
Bust-A-Move Universe,Puzzle
Hanjuku Eiyuu Tai 3D,Role-Playing
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,Action
Minecraft,Misc
The Final Round,Sports
Airline Tycoon,Simulation
Breach,Shooter
Fading Shadows,Puzzle
Hasbro Family Fun Pack Conquest Edition,Misc
Super Fire ProWrestling X,Fighting
EyeCreate,Misc
Sudoku Gridmaster (JP sales),Puzzle
WWE 12,Fighting
The Spiderwick Chronicles,Action
Bionicle Heroes,Shooter
Planescape: Torment,Role-Playing
Arc the Lad III,Role-Playing
Memories Off 6: T-Wave,Adventure
Nobunaga no Yabou: Souzou,Strategy
The Great Battle Gaiden 2: Matsuri da Wasshoi,Action
The Legend of Zelda: Links Awakening,Action
Heart no Kuni no Alice: Wonderful Twin World,Adventure
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Misc
Brothers In Arms: D-Day,Shooter
Butt Ugly Martians: B.K.M. Battles,Action
Tom Clancys Splinter Cell: Essentials,Shooter
Brain Boost: Beta Wave,Puzzle
"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy
Kamen Rider: Dragon Knight,Fighting
SOCOM: U.S. Navy SEALs Confrontation,Shooter
Donkey Kong Country 3: Dixie Kongs Double Trouble!,Platform
APB Reloaded,Role-Playing
Mind Quiz,Action
Adventure,Adventure
Ceville,Action
All Star Karate,Action
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Adventure
Dragons Dogma,Role-Playing
Blood Will Tell: Tezuka Osamus Dororo,Adventure
Kurt Warners Arena Football Unleashed,Sports
Elkrone no Atelier: Dear for Otomate,Action
SafeCracker: The Ultimate Puzzle Adventure,Puzzle
Mystery Case Files: MillionHeir,Adventure
Sengoku Basara: Sanada Yukimura-Den,Action
Dead Island,Action
Furu Furu Park,Misc
Azure Striker Gunvolt,Action
Shinken de Watashi ni Koi Shinasai! R,Action
Kirbys Dream Course,Sports
Disgaea DS,Role-Playing
Grand Theft Auto: Vice City,Action
Hamster Heroes,Puzzle
Yuu Yuu Hakusho: Makyo Toitsusen,Fighting
Ghost Squad,Shooter
Bio FREAKS,Action
Kenka Bancho Otome,Action
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,Adventure
Cave Story 3D,Platform
Twisted Edge Extreme Snowboarding,Sports
Momotarou Dentetsu 16,Misc
Tom Clancys Ghost Recon: Jungle Storm,Shooter
Hello Kitty Party,Misc
Earth Seeker,Role-Playing
The Lord of the Rings: The Battle for Middle-Earth,Strategy
Total Immersion Racing,Racing
Hissatsu Pachinko Collection 3,Misc
Just Dance 2015,Misc
Winning Post 4 Maximum,Sports
Duck Hunt,Shooter
Dream Girl Premier,Misc
BRAHMA Force: The Assault on Beltlogger 9,Shooter
Nickelodeon Party Blast,Misc
Shitsuji ga Aruji o Erabu Toki,Adventure
Astro Boy: Omega Factor,Action
Mermaid Gothic,Adventure
Gallop Racer,Sports
Star Wars: The Force Unleashed,Action
Ninokuni: Shikkoku no Madoushi,Role-Playing
Fracture,Shooter
UEFA Euro 2008 Austria-Switzerland,Sports
Rush,Racing
Yogi Bear: The Video Game,Action
Shin Chan: Las Nuevas Aventuras Para Wii!,Action
SpongeBob vs The Big One: Beach Party Cook Off,Adventure
Shinobido 2: Tales of the Ninja,Action
The ICO & Shadow of the Colossus Collection,Adventure
Code Lyoko,Action
Pony Luv,Simulation
WWF Attitude,Fighting
Army Men: RTS,Strategy
Pirates: Legend of the Black Buccaneer,Adventure
Family Guy: Back to the Multiverse,Action
Suzumiya Haruhi no Tsuisou,Adventure
Dance Dance Revolution SuperNOVA 2,Simulation
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Adventure
Dragon Ball Z: The Legacy of Goku I & II,Role-Playing
Tenkai Knights: Brave Battle,Action
Fish Tycoon,Simulation
Sherlock Holmes: Crimes & Punishments,Adventure
Bullet Girls,Action
Solatorobo: Red the Hunter,Role-Playing
Zelda II: The Adventure of Link,Adventure
World Stadium 3,Sports
Cheggers Party Quiz,Misc
Challenge Me: Brain Puzzles 2,Puzzle
Rocket Power: Team Rocket Rescue,Sports
Mytran Wars,Strategy
Who Wants to be a Millionaire: 1st Edition,Misc
Crime Killer,Racing
Tiger Woods PGA Tour Golf,Sports
Tonka Rescue Patrol,Action
Magical Starsign (US sales),Role-Playing
Patapon 2,Misc
Monkey Mischief! Party Time,Misc
The Incredibles,Action
Monster Rancher,Simulation
Star Wars Episode I: Battle for Naboo,Simulation
Tomb Raider II,Action
Star Trek: Conquest,Strategy
Omerta: City of Gangsters,Simulation
Yu-Gi-Oh! World Championship 2007,Strategy
The Outfit,Action
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,Fighting
Fishing Master World Tour,Sports
Gold and Glory: The Road to El Dorado,Adventure
Otogirisou,Adventure
BioShock Infinite,Shooter
The Sims Medieval: Pirates and Nobles,Simulation
S.T.A.L.K.E.R.: Shadow of Chernobyl,Shooter
Dissidia: Final Fantasy,Fighting
Fishdom,Puzzle
Imperium Romanum,Strategy
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Role-Playing
Jak II,Platform
Die Hard Trilogy 2: Viva Las Vegas,Action
Star Wars Episode I: The Phantom Menace,Adventure
pro evolution soccer 2011,Sports
Revolution X,Shooter
Amnesia Crowd,Misc
Sugar Sugar Rune: Queen Shiken wa Dai Panic,Action
Karaoke Revolution Volume 2,Misc
Bassmasters 2000,Sports
Family Party: 90 Great Games Party Pack,Misc
LittleBigPlanet PS Vita,Platform
Fate/Unlimited Codes,Fighting
2Xtreme,Sports
Crime Crackers,Role-Playing
Road Rash: Jailbreak,Racing
Top Shot Arcade,Shooter
Burning Rangers,Platform
Port Royale 3,Simulation
Resident Evil: Umbrella Corps,Action
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing
Tetris Plus,Puzzle
Metal Gear Solid: Social Ops,Action
Family Party: 30 Great Games,Misc
Streets of Rage 3,Action
Burnout Revenge,Racing
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,Misc
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,Fighting
MTV Celebrity Deathmatch,Fighting
Yu-Gi-Oh! 5Ds World Championship 2010 Reverse of Arcadia,Strategy
Last Ranker,Role-Playing
Hyperdimension Neptunia mk2,Action
SteamWorld Collection,Platform
Custom Robo V2,Fighting
Dynasty Warriors 7,Action
Karaoke Revolution Glee: Volume 3,Misc
Tak and the Power of Juju,Platform
Puyo Pop,Puzzle
Chibi Maruko-Chan DS: Maru-Chan no Machi,Puzzle
My Pet Shop (JP sales),Simulation
Americas Army: True Soldiers,Shooter
Majin Tensei,Role-Playing
Drawn To Life: SpongeBob SquarePants Edition,Adventure
Frontlines: Fuel of War,Shooter
High School Musical 2: Work This Out!,Misc
Pok\xc3\xa9mon I Choose You / Squirtle Squad Game Boy Advance Video,Misc
F1 Pole Position 64,Racing
Stretch Panic,Platform
The Simpsons: Road Rage,Racing
Virus,Shooter
Sprung - A Game Where Everyone Scores,Adventure
Body and Brain Connection,Misc
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,Action
Dorabase DS: Dramatic Stadium,Sports
Slam n Jam 96 featuring Magic & Kareem,Sports
Contra 4,Shooter
Hoshigami: Ruining Blue Earth Remix,Role-Playing
Taiko no Tatsujin Portable 2,Misc
Rumble Racing,Racing
Too Human,Role-Playing
0-ji no Kane to Cinderella: Halloween Wedding,Misc
SEGA Classics Collection,Misc
Pride of Nations,Strategy
Ratatouille: Food Frenzy,Puzzle
Bounty Hounds,Action
Ben 10: Protector of Earth,Action
Fushigi Yuugi: Suzaku Ibun,Adventure
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Misc
Dogz,Simulation
Primal Rage,Fighting
White Album 2: Shiawase no Mukougawa,Adventure
Sesame Street: Elmos Number Journey,Misc
Rugby 15,Sports
Animal Snap: Rescue Them 2 By 2,Puzzle
Brave Fencer Musashi,Role-Playing
Harvest Moon G,Simulation
Nobunaga no Yabou: Soutensoku with Power-Up Kit,Strategy
NBA Live 2003,Sports
Mega Man Xtreme,Platform
Mega Man 8 Anniversary Collectors Edition,Platform
World of Warcraft: Cataclysm,Role-Playing
Ore no Yome: Anata Dake no Hanayome,Adventure
Dawn of Fantasy,Strategy
Suikoden IV,Role-Playing
Final Fantasy Crystal Chronicles: The Crystal Bearers,Action
Elite Beat Agents,Misc
EA Sports Active NFL Training Camp,Sports
Arcade Hits: Frisky Tom,Action
Sengoku Basara 2 Heroes,Action
Battlefield 2: Modern Combat(JP sales),Shooter
Major Dream: Major Wii Nagero! Gyroball!!,Sports
Killzone: Mercenary,Shooter
Project Runway,Simulation
Football Manager Live,Sports
Legends of Oz: Dorothys Return,Puzzle
Kamen Rider Ryuki,Action
Killer is Dead,Action
Metro 2033,Shooter
Silent Hill: Book of Memories,Action
Lunar: Silver Star Story Complete,Role-Playing
Stella Glow,Role-Playing
I.Q. Remix+: Intelligent Qube,Puzzle
Style Book: Junior City,Misc
Naruto Shippuden: Shinobi Rumble,Fighting
Armor Ambush,Action
Dance Dance Revolution Ultramix,Simulation
Digimon World 4,Role-Playing
Virtua Striker 2002,Sports
Panzer Dragoon Orta,Shooter
Fairy Tail: Zelef Kakusei,Action
Little League World Series Baseball: Double Play,Sports
Initial D: Special Stage,Racing
Star Wars: Empire at War - Gold Pack,Strategy
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),Role-Playing
Ookami Kakushi,Action
F1 2009,Racing
Samurai Warriors: State of War,Action
Super Robot Taisen R,Strategy
Growlanser: Heritage of War (jp sales),Role-Playing
Guitar Hero: World Tour,Misc
Ikki Tousen: Xross Impact,Action
Gundam Assault Survive,Action
Hotel Dusk: Room 215,Adventure
ATV Offroad Fury: Blazin Trails,Racing
Silly Bandz: Play The Craze,Puzzle
Project Setsuna,Role-Playing
Aria: The Origination ~Aoi Wakusei no El Cielo~,Adventure
Pro Rally,Racing
Rocksmith,Misc
Sid Meiers Civilization IV,Strategy
Super Smash Bros. Melee,Fighting
Assassins Creed III,Action
The Sims 3: Generations,Simulation
New Tokyo Legacy: Operation Babel,Role-Playing
Robots,Action
Disgaea 2: Dark Hero Days,Role-Playing
Solitaire Overload,Misc
Resident Evil (Remake),Action
Dynasty Warriors 7: Xtreme Legends,Action
Dead Space 3,Action
Creeper World 3: Arc Eternal,Strategy
Otometeki Koi Kakumei * Love Revo! Portable,Adventure
Gungrave,Shooter
El Tigre: The Adventures of Manny Rivera,Platform
JSRF: Jet Set Radio Future,Action
Senritsu no Stratus,Role-Playing
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,Sports
Fatal Fury: Wild Ambition,Fighting
Yumis Odd Odyssey,Platform
Need for Speed Carbon,Racing
Jikkyou Powerful Pro Baseball 2016,Sports
Reversal Challenge,Misc
Jikkyou Powerful Pro Yakyuu DreamCast Edition,Sports
Puzzler Brain Games,Puzzle
Sega GT,Racing
Brain Quest: Grades 3 & 4,Misc
Firefighter F.D.18,Action
Chronicles of Mystery: Curse of the Ancient Temple,Adventure
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,Sports
Big Air,Sports
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,Misc
Kong: The 8th Wonder of the World,Action
BeatMania IIDX 11: IIDX Red,Simulation
Turok: Rage Wars,Shooter
Moe Star: Moeru Toudai Eigojuku,Misc
The King of Fighters 94 (CD),Fighting
Super Real Mahjong Graffiti,Misc
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,Action
Cruisn USA,Racing
Monster Madness: Grave Danger,Shooter
Deca Sports 2,Sports
Tokimeki Memorial Girls Side Premium: 3rd Story,Adventure
Gardening Mama,Puzzle
Kingdom Under Fire: Heroes,Strategy
Pokken Tournament,Fighting
Disney's The Little Mermaid: Ariels Undersea Adventure,Action
ECW Hardcore Revolution,Fighting
Tom and Jerry in House Trap,Action
Samurai Warriors 2,Action
Pro Evolution Soccer 2010,Sports
Fatal Frame II: Crimson Butterfly,Action
My Fashion Studio,Misc
Spider-Man,Action
Mobile Suit Gundam Side Story I: Senritsu no Blue,Shooter
Ouchi Mainichi Tamagotchi,Action
Age of Empires III: Complete Collection,Strategy
Girls RPG: Cinderellife,Role-Playing
Monster Jam: Urban Assault,Racing
Dynamite Headdy,Platform
Dance Dance Revolution (Japan),Simulation
Super Momotarou Dentetsu III,Simulation
Dance Dance Revolution: Disney Channel Edition,Simulation
Sea Monsters: A Prehistoric Adventure,Adventure
Yoshi,Puzzle
M&Ms Beach Party,Misc
A Good Librarian Like a Good Shepherd: Library Party,Action
Sega Touring Car Championship,Racing
Invasion From Beyond,Shooter
Mahou Sensei Negima!? Neo-Pactio Fight!!,Fighting
Tokyo Xtreme Racer DRIFT,Racing
Adventure Time: Finn & Jake Investigations,Action
Face Training,Misc
Dawn of Heroes,Role-Playing
Gundam Try Age SP,Strategy
Mana Khemia: Alchemists of Al-Revis,Role-Playing
K-1 Revenge,Fighting
Rollcage,Racing
Links 2004,Sports
Xenoblade Chronicles,Role-Playing
Shin Megami Tensei IV,Role-Playing
Rollin Rascals,Puzzle
Pictionary,Puzzle
Madou Monogatari,Role-Playing
Mark McMorris Infinite Air,Sports
Pro Baseball Spirits 2015,Action
Rolling Stone: Drum King,Misc
Playmobil Top Agents,Action
Mario Tennis Open,Sports
Rockin Pretty,Misc
Elminage II: Sousei no Megami to Unmei no Daichi,Role-Playing
Gon: BakuBakuBakuBaku Adventure,Action
WWE Road to WrestleMania X8,Fighting
Darkspore,Role-Playing
Mimana Iyar Chronicle,Role-Playing
RC Revenge Pro,Racing
Hudson x GReeeeN Live!? DeeeeS!?,Misc
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,Adventure
Robot Alchemic Drive,Action
The Legend of Zelda: A Link to the Past,Action
MXGP 2,Racing
Klonoa Beach Volleyball,Sports
Road Rash 64,Racing
Super Smash Bros.,Fighting
Uta no Prince-Sama: All Star After Secret,Action
WWE 2K17,Sports
Alien Resurrection,Shooter
Kurohyou: Ryu ga Gotoku Shinshou,Adventure
Virtual Pool,Sports
Yu-Gi-Oh! GX: Duel Academy,Misc
Root Infinity Rexx,Adventure
Halloween,Action
Wangan Midnight Portable,Racing
Poupee Girl DS,Misc
Theatre Of War,Strategy
WarioWare: Twisted!,Puzzle
Go! Go! Hypergrind,Sports
Disney Sports Basketball,Sports
Dun\xe2\x86\x90Dam: Dungeons & Dam,Role-Playing
"Murder, She Wrote",Adventure
Diabolik Lovers: Lunatic Parade,Adventure
Naruto: Clash of Ninja (JP sales),Fighting
Victorious: Hollywood Arts Debut,Misc
Secret Agent Clank(US sales),Platform
XIII,Shooter
S.L.A.I.: Steel Lancer Arena International,Simulation
Yu-Gi-Oh! 5Ds: Duel Transer,Strategy
NCAA Football 08,Sports
Pocket Pets,Simulation
Knockout Kings,Fighting
MotorStorm RC,Racing
Eternal Eyes,Role-Playing
Baldurs Gate: Dark Alliance,Role-Playing
Disney's Kim Possible: Kimmunicator,Platform
Kirby & the Amazing Mirror,Platform
OutRun 2,Racing
Heisei Kyouiku linkai DS,Misc
Dig Dug: Digging Strike,Puzzle
Chrono Trigger,Role-Playing
Final Fight,Action
Neighborhood Games,Misc
Turbo Trainz,Racing
G1 Jockey 4 2007,Sports
Yaiba: Ninja Gaiden Z,Action
NCAA College Basketball 2K3,Sports
Wii Fit,Sports
I Love Horses: Riders Paradise,Simulation
Taiko Drum Master: Tokumori!,Misc
MonHun Nikki: Poka Poka Ailu Mura G,Role-Playing
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,Adventure
Bleach GC: Tasogare Ni Mamieru Shinigami,Fighting
Toriko: Gourmet Battle!,Role-Playing
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,Misc
Cabelas Dangerous Hunts 2,Sports
Jampack Volume 13 (RP-T),Misc
The Night of the Rabbit,Adventure
Capcom Puzzle World,Puzzle
Alien: Isolation,Shooter
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,Misc
Virtual Pool: Tournament Edition,Sports
Monster Hunter Diary: Poka Poka Airou Village DX,Action
Self-Defense Training Camp,Sports
2 Games in 1: Sonic Battle & ChuChu Rocket!,Misc
Bikkuriman Daijiten,Misc
Under the Skin,Action
Picture Perfect Hair Salon,Simulation
Tomb Raider: Underworld (Others sales),Adventure
V-Rally Edition 99,Racing
Crusty Demons,Racing
Zombie Hunters 2,Action
187: Ride or Die,Racing
Franklin: A Birthday Surprise,Misc
Ener-G: Gym Rockets,Sports
Hi Hi Puffy AmiYumi: The Genie & the Amp,Action
Boxing,Fighting
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Misc
Konjiki no Gashbell!! Makai no Bookmark,Adventure
Space Invaders Extreme,Shooter
Voodoo Vince,Platform
NCAA GameBreaker 2003,Sports
Star Trek: Invasion,Simulation
Warriors of Might and Magic,Adventure
The Lost Chronicles of Zerzura,Adventure
Assassins Creed IV: Black Flag,Action
Donkey Konga,Misc
Worldwide Soccer Manager 2007,Sports
SingStar Pop Vol.2,Misc
Riviera: The Promised Land,Role-Playing
X-Men Origins: Wolverine - Uncaged Edition,Action
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,Strategy
PopStar Guitar,Misc
Juusei to Diamond,Action
7 Roses: A Darkness Rises,Misc
Wii Party,Misc
Street Hoops,Sports
SingStar Party,Misc
Moujuutsukai to Oujisama: Snow Bride,Adventure
Croc: Legend of the Gobbos,Platform
Golden Sun: Dark Dawn,Role-Playing
F.E.A.R. 3,Shooter
Need for Speed: Porsche Unleashed,Racing
Madagascar: Operation Penguin,Action
Gods Eater Burst,Action
Nobunagas Ambition: Sphere of Influence - Sengoku Risshiden,Misc
Kings Bounty: Armored Princess,Role-Playing
R.B.I. Baseball 2016,Sports
DEATH NOTE: L o Tsugu Mono,Adventure
Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,Action
Sakura Sakura: Haru Urara,Adventure
Bass Pro Shops: The Strike,Sports
