GAME_NAME,GENRE
Hakuoki: Shinkai Twin Pack,Adventure
Astroblast,Action
Yu-Gi-Oh! Nightmare Troubadour (US sales),Action
Jambo! Safari Animal Rescue,Simulation
Tak: Mojo Mistake,Action
Alien Monster Bowling League,Sports
Rampage World Tour,Action
Touch the Dead,Shooter
Dreamer Series: Horse Trainer,Simulation
SingStar Fussballhits,Misc
Yokai Watch 3,Action
World Championship Athletics,Sports
Mortal Kombat: Shaolin Monks,Action
Polly Pocket: Super Splash Island,Action
Ace Combat Zero: The Belkan War,Simulation
Sonic Adventure DX: Directors Cut,Platform
Samurai Warriors 3,Action
NASCAR 98,Racing
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,Misc
Worms: A Space Oddity,Strategy
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Platform
Star Wars Jedi Knight II: Jedi Outcast,Shooter
Warhammer: The End Times - Vermintide,Action
Deception IV: The Nightmare Princess,Action
Sigma Harmonics,Role-Playing
Midway Arcade Treasures 3,Misc
Turok,Action
English Training: Have Fun Improving Your Skills!,Misc
UFC Undisputed 2010,Fighting
Battle vs. Chess,Misc
The Dukes of Hazzard: Racing for Home,Racing
Crash Time: Autobahn Pusuit,Racing
East India Company,Strategy
Luminous Arc 2 (JP sales),Role-Playing
Jikkyou Powerful Pro Yakyuu 2000,Sports
Aquanauts Holiday,Adventure
Petz Wild Animals: Tigerz,Simulation
Classic NES Series: Excitebike,Racing
Dungeons & Dragons Tactics,Strategy
I Am In The Movie,Simulation
Resident Evil: Revelations 2,Action
Final Fantasy XI: Treasures of Aht Urhgan,Role-Playing
Mugen Souls,Role-Playing
Jikkyou Powerful Pro Yakyuu 15,Sports
Eagle Flight,Adventure
Battles of Prince of Persia,Strategy
Gran Turismo 5,Racing
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Sports
Mega Man X5,Platform
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing
SaGa 2: Hihou Densetsu - Goddess of Destiny,Role-Playing
Skylanders Imaginators,Platform
Dynasty Warriors Vs,Action
We Love Katamari,Puzzle
Spider-Man: Battle for New York,Platform
J-League Pro Soccer Club o Tsukurou 04,Sports
Kurohyou 2: Ryu ga Gotoku Ashura Hen,Action
Mario Strikers Charged,Sports
Boing! Docomodake DS,Puzzle
Assassins Creed: Rogue,Action
Seven: Molmorth no Kiheitai,Action
Robocalypse,Strategy
The King of Fighters NESTS Collection,Fighting
Wings of War,Simulation
IndyCar Series,Racing
NBA ShootOut 2000,Sports
Kung-Fu: High Impact,Action
X-Men Origins: Wolverine,Action
Suikoden: Tsumugareshi Hyakunen no Toki,Role-Playing
Dementium II,Shooter
Atari Classics Evolved,Misc
Chainz Galaxy,Puzzle
Jyuzaengi: Engetsu Sangokuden,Action
Go Play: City Sports,Sports
Overlord: Raising Hell,Action
Inugamike no Ichizoku,Action
Myst IV: Revelation,Adventure
AKB1/149: Love Election,Adventure
"Sesame Street: Ready, Set, Grover!",Misc
Doraemon,Action
Blast Corps,Action
Puzzle Challenge: Crosswords and More!,Puzzle
S.Y.K Renshouden Portable,Adventure
Baroque,Role-Playing
Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure
Summon Night 2,Role-Playing
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting
Tony Hawks Underground,Sports
Summer Athletics: The Ultimate Challenge (Others sales),Sports
Bleach: Heat the Soul 4,Fighting
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action
NBA Ballers: Phenom,Sports
Tony Hawks Downhill Jam,Sports
Vertigo,Strategy
God of War III,Action
SingStar 90s,Misc
Shin Megami Tensei: Persona 3 FES,Role-Playing
Harukanaru Toki no Naka de 4: Aizouban,Role-Playing
The Mark of Kri,Action
LEGO Racers,Racing
ToeJam & Earl III: Mission to Earth,Action
Hitotsu Tobashi Renai V,Adventure
Lost Planet: Extreme Condition,Shooter
From TV Animation One Piece: Tobidase Kaizokudan!,Role-Playing
Metal Slug Advance,Shooter
Yu-Gi-Oh! The Falsebound Kingdom,Strategy
Action Bass,Action
Broken Sword 5: The Serpents Curse,Adventure
Wiffle Ball Advance,Sports
Real Bout Garou Densetsu,Fighting
Soul Eater: Plot of Medusa,Action
Namco Museum 64,Misc
SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,Platform
Barnyard Blast: Swine of the Night,Platform
Bleach: The Blade of Fate,Fighting
Shin Megami Tensei NINE,Role-Playing
Coronation Street: The Mystery of the Missing Hotpot Recipe,Adventure
Car Battler Joe,Role-Playing
Giants: Citizen Kabuto,Shooter
WWE SmackDown! vs. RAW 2006,Fighting
Pac-Man Party,Misc
The Fairly Odd Parents: Shadow Showdown,Platform
Aero Elite: Combat Academy,Simulation
Major League Baseball 2K7,Sports
Brothers In Arms: Road to Hill 30,Shooter
Return to Castle Wolfenstein: Tides of War,Shooter
Famista 64,Sports
Dark Cavern,Shooter
All Star Cheer Squad 2,Sports
Tom Clancys Ghost Recon: Advanced Warfighter,Shooter
Jonny Moseley Mad Trix,Sports
Super Puyo Puyo 2,Puzzle
Assault,Action
Cradle of Rome,Puzzle
Arthur and the Invisibles,Adventure
Toy Shop,Simulation
B.L.U.E.: Legend of Water,Adventure
Viewtiful Joe,Action
Shinseiki GPX Cyber Formula VS,Racing
Rush 2: Extreme Racing USA,Racing
Battle of Giants: Mutant Insects,Strategy
Hello Kitty: Happy Party Pals,Misc
Transformers: Revenge of the Fallen (DS Versions),Action
NBA Courtside 2002,Sports
Motto! SoniComi,Simulation
Act of Aggression,Strategy
Chuck E. Cheeses Party Games,Misc
Stubbs the Zombie in Rebel Without a Pulse,Action
Warzone 2100,Strategy
The Legend of Kage 2,Action
Higurashi no Naku Koro ni: Jan,Misc
Ultimate Game Room,Misc
Cabelas Adventure Camp,Misc
WireWay,Adventure
My Baby: First Steps,Simulation
GT Advance 2: Rally Racing,Racing
Bottom of the 9th,Sports
Ultraman Star Chronicles,Strategy
RollerCoaster Tycoon: Gold Edition,Strategy
Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,Adventure
Scooby-Doo,Platform
Army Men: Sarges War,Shooter
101-in-1 Sports Party Megamix,Sports
Legoland,Action
Toki no Kizuna: Sekigahara Kitan,Action
naild,Racing
Diabolik Lovers: Vandead Carnival,Action
Warhawk,Simulation
Resident Evil Archives: Resident Evil Zero,Action
Lets Ride! Friends Forever,Adventure
Hanayori Danshi: Koi Seyo Onago,Adventure
Galaxy Angel II: Mugen Kairou no Kagi,Strategy
Crash Bandicoot 3: Warped,Platform
Kokoro Connect: Yochi Random,Action
WWE SmackDown vs. Raw 2010,Fighting
Gungnir: Mayari no Gunshin to Eiyuu Sensou,Role-Playing
Don King Boxing,Sports
Call of Duty: Modern Warfare Trilogy,Shooter
Hakuouki: Reimeiroku,Adventure
Dying Light,Action
Still Life,Adventure
Men in Black II: Alien Escape,Shooter
Rayman DS,Platform
Return to PopoloCrois: A Story of Seasons Fairytale,Simulation
Quo Vadis,Strategy
Mario Kart Wii,Racing
10 Minute Solution,Sports
Battle Worlds: Kronos,Strategy
Bomberman,Puzzle
Virtua Cop 2,Shooter
Pinobee: Wings of Adventure,Platform
Bombastic,Puzzle
Smarty Pants,Misc
Super Jinsei Game 2,Misc
Heavy Rain,Adventure
Rocket: Robot on Wheels,Platform
Time Travelers,Adventure
ESPN Winter X-Games: Snowboarding 2002,Sports
Gakusen Toshi Asterisk Festa: Houka Kenran,Fighting
Captain Tsubasa,Sports
Kid Fit Island Resort,Sports
DiRT Rally,Racing
Dragon Ball Z: Infinite World,Fighting
Killer Loop,Racing
Ao no Kanata no Four Rhythm,Adventure
Ishin Renka: Ryouma Gaiden,Adventure
Winter Stars,Sports
NASCAR 2001,Racing
Zorro: Quest For Justice,Action
Sesame Street: Elmos Letter Adventure,Misc
Fossil Fighters (JP sales),Role-Playing
Guilty Gear Judgment,Fighting
Left 4 Dead 2,Shooter
Jump Start Pet Rescue,Misc
Grand Theft Auto: Vice City Stories,Action
Greg Hastings Paintball 2,Shooter
2002 FIFA World Cup,Sports
Imagine: Wedding Designer,Simulation
NBA Jam,Sports
Bishoujo Senshi Sailormoon R,Fighting
Monster 4x4: Stunt Racer,Racing
Margots Word Brain,Puzzle
Tantei Jinguuji Saburo: Hai to Diamond,Adventure
Pro Evolution Soccer,Sports
DS Uranai Seikatsu,Misc
All Grown Up! Express Yourself,Misc
Safari Adventures: Africa,Adventure
Cabelas Big Game Hunter 2005 Adventures,Sports
Spyro: Season of Ice,Platform
The Lost World: Jurassic Park,Action
Football Manager Handheld 2009,Sports
Battle of Giants: Dinosaurs,Strategy
Classic Action: Devilish,Misc
Monster Hunter Freedom,Role-Playing
Zoo Tycoon DS,Strategy
Meiji Toukyou Renka: Full Moon,Action
Vagrant Story,Role-Playing
The Space Bar,Adventure
Brain Dead 13,Adventure
Ducati Moto,Racing
Dead Rising: Chop Till You Drop,Action
Total War: WARHAMMER,Strategy
Football Academy,Sports
Digimon World,Role-Playing
Chess,Strategy
Hokuto no Ken: Raoh Gaiden - Ten no Haoh,Action
DOA 2: Dead or Alive 2 Hardcore,Fighting
Wizardry XTH: Unlimited Students,Role-Playing
Dark Angel: Vampire Apocalypse,Role-Playing
Guilty Gear X2,Fighting
Crazy Taxi 3: High Roller,Racing
GiFTPiA,Role-Playing
Jissen Pachinko Hisshouhou! CR Sakura Taisen,Misc
Guilty Gear X2 #Reload,Fighting
Inazuma Eleven 3,Role-Playing
Ikki Tousen: Eloquent Fist,Fighting
Atelier Iris: Eternal Mana,Role-Playing
S\xc3\xa9bastien Loeb Rally Evo,Racing
Sonic CD,Platform
Nendoroid Generation,Role-Playing
Mobile Suit Gundam: Mokuba no Kiseki,Action
The Godfather (JP sales),Action
Dovetail Games Euro Fishing,Simulation
Lord of the Rings: Battle for Middle-Earth,Strategy
NanoBreaker,Action
SingStar: Made In Germany,Misc
Samurai Shodown,Fighting
Hulk,Action
Off-World Interceptor Extreme,Racing
Rain Drops,Puzzle
Momotarou Dentetsu 11,Misc
A.C.E.: Another Centurys Episode R,Simulation
Mini Yonkyu DS,Racing
FlingSmash,Action
Hello Kitty: Big City Dreams,Puzzle
Valhalla Knights,Role-Playing
Densetsu no Yuusha no Densetsu: Legendary Saga,Role-Playing
Jampack Summer 2K,Misc
Higurashi no Naku Koro ni Iki,Action
Sengoku Musou 3 Z,Action
Little League World Series Baseball 2009,Sports
World of Warcraft: The Burning Crusade,Role-Playing
Tokyo Friend Park II DS,Misc
Juiced,Racing
Hot Shots Tennis,Sports
Heavens Hope,Adventure
Vitamin Z,Adventure
Pony Friends 2,Simulation
Maximum Racing: Super Karts,Racing
Choro Q Marine: Q Boat,Racing
Archer Macleans Mercury,Puzzle
Iggys Reckin Balls,Racing
Kikou Heidan J-Phoenix,Action
Monster Hunter Frontier Online: Forward 2,Role-Playing
Fire Emblem: Monsh? no Nazo,Role-Playing
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Fighting
Bunmei Haruka: Aoiza Ibunroku,Action
WipEout 3,Racing
NFL Head Coach 09,Sports
Tom Clancys Splinter Cell: Blacklist,Action
Dragon Ball Z: The Legacy of Goku II,Role-Playing
Lupin the 3rd: Treasure of the Sorcerer King,Adventure
Age of Empires II: The Age of Kings,Strategy
Bleach: Soul Resurreccion,Fighting
Lethal Skies Elite Pilot: Team SW,Simulation
Phantasy Star Online 2 Episode 4: Deluxe Package,Role-Playing
Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,Action
Major League Baseball 2K8 Fantasy All-Stars,Sports
The Orange Box,Shooter
Taiho Shichauzo!,Adventure
Puyo Puyo! 15th Anniversary,Puzzle
Qupu!! Mame Goma!,Simulation
Kanuchi: Shiroki Tsubasa no Shou,Adventure
Hakuouki: Yuugi Roku DS,Adventure
MorphX,Shooter
Armored Core 4,Simulation
Traxxpad: Portable Studio,Misc
Classic NES Series: Castlevania,Platform
Shining Soul II,Role-Playing
Lunar 2: Eternal Blue Complete,Role-Playing
I Want to Say to my Older Brother That Im His Younger Sister Now!,Adventure
Centipede: Infestation,Shooter
Ford vs. Chevy,Racing
Ziggurat,Action
Trade & Battle: Card Hero,Strategy
Neverwinter Nights,Role-Playing
Prisoner of War,Adventure
Arctic Thunder,Racing
Puzzler World,Puzzle
Big Brain Academy,Misc
Homefront,Shooter
Naruto Shippuden: Ultimate Ninja Heroes 3,Fighting
Virtua Fighter 3t,Fighting
Diner Dash: Flo on the Go,Puzzle
Doukyuusei if,Role-Playing
Yu-Gi-Oh! Dark Duel Stories,Misc
Ys: The Ark of Napishtim,Role-Playing
Call of Duty: Modern Warfare 3,Shooter
Escape The Museum,Adventure
Wild Earth: African Safari,Simulation
Tokyo Xtreme Racer,Racing
Shadow Hearts,Role-Playing
Gitaroo Man,Misc
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Action
The Mysterious Case of Dr. Jekyll and Mr. Hyde,Adventure
Little Battlers eXperience: Baku Boost,Action
Teenage Zombies: Invasion of the Alien Brain Thingys,Adventure
Pro Yaky? Spirits 2014,Sports
Virtua Fighter,Fighting
Hiiro no Kakera 3: Aoikuro no Kusabi,Adventure
Hearts of Iron III,Strategy
MadWorld,Action
Space Battleship Yamato: Harukanaru Hoshi Iscandar,Strategy
Field Commander,Strategy
Canimal Triple,Misc
Pillars of Eternity,Role-Playing
Dora the Explorer: Journey to the Purple Planet,Adventure
Ikki Tousen: Shining Dragon,Role-Playing
Dragon Quest X,Role-Playing
MotorHead,Racing
Kidou Senkan Nadesico,Strategy
J-League Pro Striker 2,Sports
Jojos Bizarre Adventure,Fighting
"Go, Diego, Go!: Great Dinosaur Rescue",Action
The King of Fighters 94,Fighting
The Dukes of Hazzard II: Daisy Dukes It Out,Racing
Bomberman Jetters,Puzzle
TrackMania Turbo,Action
High School Musical 3: Senior Year DANCE!,Misc
Garfields Fun Fest,Platform
Sword Art Online: Hollow Fragment,Role-Playing
Rugrats: Royal Ransom,Platform
Star Wars: Obi-Wan,Action
Indy Racing 2000,Racing
Dark Parables: The Exiled Prince,Puzzle
Astrology DS,Misc
The Wild West,Action
Touhou Shinhiroku: Urban Legend in Limbo,Fighting
The Legend of Zelda: Twilight Princess HD,Action
Power Pro Kun Pocket 9,Sports
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),Sports
NHL FaceOff 99,Sports
Phantasy Star Online Episode I & II Plus,Role-Playing
Kinect Star Wars,Action
Magna Carta: Tears of Blood,Role-Playing
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,Adventure
NBA 2K17,Sports
Call of Duty Black Ops: Declassified,Action
International Soccer,Sports
Treasures of the Deep,Action
Donkey Kong,Platform
Toy Soldiers: War Chest,Action
Sonic Free Riders,Racing
Phantasy Star Portable 2: Infinity,Role-Playing
Medal of Honor European Assault,Shooter
SPRay,Action
Hoshizora * Planet: One Small Step For...,Adventure
Tourist Trophy: The Real Riding Simulator,Racing
Senran Kagura Burst: Guren no Sh?jo-tachi,Action
"Iza, Shutsujin! Koisen",Adventure
Mario Tennis Ultra Smash,Sports
Batman: Arkham VR,Action
ATV Offroad Fury 3,Racing
Academy of Champions: Soccer,Sports
Scribblenauts: Unlimited,Action
Your Shape: Fitness Evolved,Sports
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,Racing
Macross Ultimate Frontier,Action
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,Misc
Crypt Killer,Shooter
Dragon Quest Monsters: Joker,Role-Playing
Fossil Fighters,Role-Playing
Trapped Dead,Strategy
Railfan,Simulation
Dragon Warrior,Role-Playing
Ar Nosurge: Ode to an Unborn Star,Role-Playing
Family Fun Football,Sports
LocoRoco 2,Platform
Dynasty Warriors Next,Action
Logic Machines,Puzzle
Atsumare! Power Pro Kun no DS Koushien,Sports
Spirit: Stallion of the Cimarron,Platform
Naruto: Uzumaki Chronicles 2 (JP sales),Action
Jikkyou Powerful Pro Yakyuu 3 97 Haru,Sports
Mortal Kombat: Deadly Alliance,Fighting
Armorines: Project S.W.A.R.M.,Shooter
Disney Sports Skateboarding,Sports
Corpse Party: Back to School Edition,Adventure
The Idolm@ster Twins,Misc
Centipede,Shooter
Mobile Suit Gundam: Encounters in Space,Simulation
IL-2 Sturmovik,Simulation
Assassins Creed,Adventure
Vietcong: Purple Haze,Shooter
Wasteland 2,Role-Playing
Tearaway Unfolded,Platform
Carnival Island,Misc
Nobunagas Ambition: Iron Triangle,Strategy
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,Strategy
Star Wars Battlefront: Elite Squadron,Shooter
Dynasty Warriors 5: Xtreme Legends,Action
Super Robot Taisen K,Strategy
Princess Arthur,Misc
International Superstar Soccer 2000 (All region sales),Sports
Gotouchi Kenkei DS,Misc
Odin Sphere,Role-Playing
Chessmaster II,Strategy
Commander: Conquest of the Americas,Strategy
Rengoku: The Tower of Purgatory,Action
Darius Burst: Chronicle Saviours,Action
Untold Legends: Brotherhood of the Blade,Role-Playing
Cross Ange: Tenshi to Ryuu no Rondo tr.,Action
Prey,Shooter
FIFA Soccer 2005,Sports
The Sims 2: Bon Voyage,Simulation
Fuuraiki 3,Action
Jikkyou Powerful Major League,Sports
Driver 2 Advance,Action
The Sims: Superstar,Simulation
Tornado Outbreak,Action
Memories Off #5: Encore,Adventure
Batman: Return to Arkham,Action
Crimson Gem Saga,Role-Playing
Shin Sangoku Musou 6 Special,Action
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,Action
Dino Pets,Simulation
NCAA Football 06,Sports
Gray Matter,Adventure
Disney's Tarzan,Platform
Assassins Creed: Bloodlines,Action
Necrovision,Shooter
Ghostbusters (2016),Action
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,Adventure
Golds Gym: Cardio Workout (Others sales),Sports
The Treasures of Montezuma,Puzzle
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Role-Playing
NBA Jam Tournament Edition,Sports
Classic NES Series: Ice Climber,Platform
Naruto Shippuden: Ultimate Ninja Impact,Fighting
Mario Power Tennis,Sports
Dune 2000,Strategy
Circus Maximus: Chariot Wars,Racing
R-Types,Shooter
LEGO Island Xtreme Stunts,Racing
Gambler Densetsu Tetsuya,Adventure
Monster Trucks Mayhem,Racing
Policenauts,Adventure
The Evil Within,Action
Pro Evolution Soccer 2008 (JP sales),Sports
Cruisn,Racing
Alan Wake,Action
WinBack 2: Project Poseidon,Shooter
Mario Bros.,Platform
Dynasty Warriors: Strikeforce,Action
Are You Smarter Than a 5th Grader? Back to School,Misc
WarioWare Touched!,Puzzle
Gabrielles Ghostly Groove 3D,Adventure
Godzilla (2015),Action
Angelique Trois,Adventure
Bratz: Forever Diamondz,Adventure
Style Book: Cinnamoroll,Misc
International Track & Field,Sports
Nobunaga no Yabou: Ranseiki,Strategy
Shonen Jumps Shaman King: Master of Spirits,Role-Playing
NASCAR 08,Racing
NBA 2K14,Sports
Nintendogs + cats,Simulation
Nandas Island,Puzzle
Super Bowling,Sports
Dokapon Kingdom,Role-Playing
Lovely x Cation 1 & 2,Action
Killzone: Shadow Fall,Shooter
SaGa Frontier 2,Role-Playing
Fatal Fury: Battle Archives Volume 2,Fighting
Madden NFL 11,Sports
Bank Heist,Action
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,Misc
Borderlands: The Pre-Sequel,Shooter
Madden Football 64,Sports
Mortal Kombat Kollection,Fighting
All Kamen Rider: Rider Revolution,Action
Stronghold Kingdoms,Strategy
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Action
Medieval II: Total War,Strategy
The History Channel: Civil War - Secret Missions,Shooter
Lost in Blue,Adventure
Resident Evil 5 HD,Action
Dragon Ball Z: Sagas,Fighting
Kamen Rider: Battride War II,Action
My Amusement Park,Misc
Mobile Suit Gundam: Climax U.C.,Action
LEGO Friends,Action
NUGA-CEL!,Adventure
SpongeBob SquarePants: Planktons Robotic Revenge,Shooter
G-Police: Weapons of Justice,Action
Disney's Chicken Little,Platform
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Fighting
everGirl,Adventure
.hack//G.U. Vol.3//Redemption,Role-Playing
Crazy Chicken: Pharaohs Treasure,Puzzle
Casper: Friends Around the World,Action
Killer7,Action
Jinguuji Saburou DS: Akai Chou,Adventure
Scrabble 2007 Edition,Puzzle
Shape Up,Misc
Dynasty Warriors Advance,Action
Grand Knights History,Role-Playing
Arcobaleno!,Simulation
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,Misc
XGRA: Extreme G Racing Association,Racing
C.O.P.: The Recruit,Action
Guitar Freaks V2 & DrumMania V2,Simulation
Star Fox: Zero,Shooter
Gothic 3,Role-Playing
The Invincible Iron Man,Action
Queens Blade: Spiral Chaos,Role-Playing
Freedom Fighters,Shooter
Lunar 2: Eternal Blue,Role-Playing
The Last Remnant,Role-Playing
A Witchs Tale,Role-Playing
Littlest Pet Shop,Simulation
Aedis Eclipse: Generation of Chaos,Role-Playing
Infinite Stratos 2: Ignition Hearts,Adventure
Halo 2,Shooter
London 2012: The Official Video Game of the Olympic Games,Sports
Elvandia Story,Role-Playing
Tales of Innocence,Role-Playing
theta,Puzzle
Capcom vs. SNK 2: Millionaire Fighting 2001,Fighting
Neverwinter Nights 2,Role-Playing
Zapper: One Wicked Cricket!,Platform
Durarara!! 3-way Standoff,Adventure
MapleStory DS,Role-Playing
Wu-Tang: Shaolin Style,Fighting
MX World Tour Featuring Jamie Little,Racing
Damnation,Shooter
Illusion of Gaia,Role-Playing
Crystal Castles,Action
Dunamis 15,Adventure
Grand Ages: Medieval,Strategy
Alien Breed Trilogy,Shooter
New Carnival Games,Misc
Dance Dance Revolution X2,Simulation
Animal Planet: Vet Life,Simulation
Legacy of Kain: Soul Reaver,Action
Tenchu: Stealth Assassins,Action
EX Monopoly,Misc
Yu-Gi-Oh! 5Ds Stardust Accelerator: World Championship 2009,Action
Farming Simulator 2013,Simulation
Pure Pinball,Misc
Steel Battalion: Heavy Armor,Misc
Jampack Vol. 2,Misc
Blazing Heroes,Role-Playing
DJ Star,Misc
Blazing Souls: Accelate,Role-Playing
Jinsei Game DS,Misc
Tiger & Bunny: On-Air Jack!,Action
Charm Girls Club: My Perfect Prom,Simulation
Shadow Man: 2econd Coming,Adventure
7 Wonders II,Puzzle
Just In Time Translations,Misc
Cabelas Dangerous Hunts 2011,Sports
thinkSMART FAMILY!,Misc
Black & White 2,Strategy
Medal of Honor: European Assault (All Region sales),Shooter
SingStar Dance,Misc
Rune Factory: Tides of Destiny,Role-Playing
Tork: Prehistoric Punk,Platform
Element Hunter,Role-Playing
Gundam Memories: Tatakai no Kioku,Action
Spyro the Dragon,Platform
Garfield Gets Real,Action
The Hustle: Detroit Streets,Sports
Utawarerumono: Futari no Hakuoro,Misc
Fable III,Role-Playing
Gekido,Fighting
Road Trip: Shifting Gears,Racing
Bus Simulator 16,Simulation
Batman: Arkham Origins Blackgate,Action
Hero Bank,Role-Playing
Starry ? Sky: After Autumn,Misc
Arcana Heart,Fighting
Irotoridori no Sekai: Worlds End Re-Birth,Action
DokiDoki Majo Shinpan!,Adventure
Taishou Moebius Line Vitable,Adventure
Outdoors Unleashed: Alaska 3D,Sports
Dance Paradise,Misc
Fit & Fun,Sports
ZhuZhu Pets: Featuring The Wild Bunch,Simulation
Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,Adventure
Medabots Dual: Kabuto / Kuwagata,Role-Playing
Wild Wild Racing,Racing
My Baby 3 & Friends,Simulation
NHL 98,Sports
The King of Route 66,Racing
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,Simulation
Madden NFL 2001,Sports
NBA Ballers: Chosen One,Sports
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,Fighting
Grand Theft Auto IV,Action
Mission: Impossible - Operation Surma,Platform
Hakuoki: Reimeiroku Nagorigusa,Action
Casper: Spirit Dimensions,Platform
Aggressive Inline,Sports
Ocean Commander,Simulation
Worms Crazy Golf,Sports
Kamen Rider: Climax Heroes,Fighting
Battle Arena Toshinden URA,Fighting
Call of Cthulhu: Dark Corners of the Earth,Adventure
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,Puzzle
IHRA Drag Racing 2,Racing
Eiken DS,Misc
Mass Effect 2,Role-Playing
Remember Me,Action
Watch Dogs,Action
Rogue Warrior,Shooter
Coven and Labyrinth of Refrain,Action
Oshare Majo Love and Berry: DS Collection,Misc
Kenka Banchou 4: Ichinen Sensou,Action
Taiko no Tatsujin: Chibi Dragon to Fushigi na Or,Misc
Dai-4-Ji Super Robot Taisen,Strategy
Invizimals: The Lost Tribes,Action
Puzzler Mind Gym 3D,Puzzle
Mad Maestro!,Misc
Jampack Fall 2001,Misc
Nobunagas Ambition: Sphere of Influence,Strategy
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,Adventure
CSI: 3 Dimensions of Murder,Adventure
Totaled!,Racing
Mega Man Zero,Platform
SD Gundam G Generation-F.I.F,Strategy
Slam Dunk SD Heat Up!!,Sports
DemiKids: Light Version,Role-Playing
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing
Dogz Fashion,Simulation
Suzumiya Haruhi no Yakusoku,Adventure
Ryu Ga Gotoku Kenzan!,Adventure
Escape the Emerald Star,Puzzle
Get On Da Mic,Misc
Winter Sports 2: The Next Challenge,Sports
Ice Age 2: The Meltdown,Platform
Castlevania Double Pack,Platform
Wizardry Twin Pack,Role-Playing
Mario & Luigi: Superstar Saga,Role-Playing
Teenage Mutant Ninja Turtles: Out of the Shadows,Action
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",Sports
BlazBlue: Chrono Phantasma Extend,Action
Kinect Sports: Season Two,Sports
A Ressha de Ikou DS,Simulation
Jacqueline Wilsons Tracy Beaker: The Game,Misc
Zumba Fitness,Sports
The Book of Unwritten Tales 2,Adventure
Disney Princess: Magical Jewels,Adventure
The Legendary Starfy,Platform
Duke Nukem: Time to Kill,Shooter
The Fight: Lights Out,Fighting
Transworld Surf,Sports
Duel Masters: Shadow of the Code,Misc
Imagine Animal Doctor Care Center,Simulation
Star Ocean: The Last Hope,Role-Playing
Jikkyou Powerful Pro Yakyuu Portable 3,Sports
Shaun White Snowboarding: Road Trip,Sports
Mischief Makers,Platform
Shin Hisui no Shizuku: Hiiro no Kakera 2,Adventure
Daikaijyuu Monogatari,Role-Playing
Ratchet & Clank Future: Quest for Booty,Platform
Cy Girls,Action
White Knight Chronicles: Origins,Role-Playing
Art of Fighting 3: The Path of the Warrior,Fighting
Discovery Kids: Puppy Playtime,Simulation
Class of Heroes,Role-Playing
Daiya no Kuni no Alice: Wonderful Mirror World,Adventure
Pharaoh,Strategy
Nanotek Warrior,Shooter
Road Rash,Racing
Heroes of Might and Magic V,Strategy
Yu-Gi-Oh! World Championship Tournament 2004,Misc
Pocket Fighter,Fighting
A.C.E.: Another Centurys Episode Portable,Simulation
The Powerpuff Girls: Relish Rampage,Action
Afrika,Adventure
The Conveni Portable,Simulation
FIFA 06: Road to FIFA World Cup,Sports
Sengoku Hime: Senran ni Mau Otometachi,Adventure
Command & Conquer 4: Tiberian Twilight,Strategy
Gem Smashers,Platform
Backyard Sports: Sandlot Sluggers,Sports
